ASV	Taxon	Phylum	Class	Order	Family	Genus	Species
135c54fd0b2c2cd074f7be044efce948	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Unknown
5428620f3dc9a824fcb124f29105a163	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium	Ornithinimicrobium sp.
5920b0b3be1452805523df5d624eeeef	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured Planctomycetia
cd7c4bed24d7fb29078e9c127a4fa72e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
717909a38b901db6bec9d694f508789e	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Uncultured	Uncultured bacterium
ede684fe9fbe6404a21995c912a5862b	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	Unknown
bd3bd5e66363296b2be739d22d633ca3	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Uncultured	Uncultured	Metagenome
fd9d6b3b6e91b427f130a704a3919d2e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Unknown
43198a949f79d6f51bbed979260a1f6e	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unknown
84bcd6a513b5b5812ee0a5c00a9b2f28	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Uncultured bacterium
9bf8d860602a6bf303703cb6d76094de	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured planctomycete
923131a151e551824b2a1abd92757cc2	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Uncultured	Uncultured soil
82c8a4e1a4ae07b2c859925730d85914	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Unknown
d23a6db64c4c87c2d96edf1a2585a4ca	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	Uncultured soil
9bce72f67038518bec2e7db4108551af	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unknown
e57c5df6a9b3b982472e7754ed31f313	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown
74b312d65c230877f66a1353a1ca76a6	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Uncultured	Unknown
e0a789e8a8c319261322c2e5b892b72f	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Uncultured	Uncultured	Unknown
26bc2aea7d5e9d3f6d294c0c9a9f6643	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Uncultured bacterium
e00254c81e0e58719fdcd510482c7e80	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Unknown	Unknown
b5a75ee30645cb947ad835d87d6cfa11	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Uncultured bacterium
bf9b0095f346396287c6811316d004c7	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Uncultured	Uncultured soil
52bf102a8ce5e5aa35a1b2be041bca12	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unknown
0faade5519cb7d1f65e59f337aa780bc	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
205e9006842d47d1a2d1caf6a96e0c88	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	Unknown
3cb28625adb75bb7591ec28328f83b4b	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	Uncultured Bacteroidetes
65f50d067782cb049864029211fe6b76	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	Uncultured bacterium
25bee06e9f26ee749b6bd48ef93b6a8e	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown
9abb99055712f75c20d267602158faa7	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unknown
518381903cc69438e8d5ac40d29ceda3	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Uncultured	Uncultured	Uncultured bacterium
c7b82ba511dd4544cff8d2e8fb2ee97e	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Uncultured	Unknown
2249d5bdc5de72a95bb98cd0b47838f2	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	Uncultured Planctomycetaceae
dc8ef7e7904304fae2df7fb6d20fba3f	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unknown
e381b151817201614171b10ca3072c81	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Unknown	Unknown
f31ae34e64f8cd73ee6cb4179ff40266	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	Uncultured bacterium
043c5451a5022d1abc509fa1e188ee54	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Unknown
e644efea9ba933982d7be3d9456ea2a2	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Uncultured	Uncultured bacterium
295b4fc52bbe62488fad64135cf9b995	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unknown	Unknown
dcece32e6721f47a5d0849ec92f722a4	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Uncultured	Uncultured	Unknown
c9a54aebf5dfcbd9adca048d100b3c16	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Uncultured bacterium
26005dfb7ad2e8cdbb139846af329663	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
c7c749f4bdc1566d680619565a0856f7	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Uncultured bacterium
1c61ee84ee6e855e6d4be28d4f70d21f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Uncultured Bacteroides
0250430f8ad32257e11da9dc1a51b439	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Unknown
c5f94ce20aabb9653f143231b1f6a8e3	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	Uncultured Archangiaceae
af7aa0fc0488b52a0b2f03b235837079	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
7b862991280c2d3dda6f4ece0fc5a180	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Uncultured bacterium
6165be2f70e0a5d780ad4a35b9101595	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unknown
85b30e8129e162e37f17dcf6f835caf1	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Uncultured Chloroflexus
8aaaa8d82e84f0578c2ed71c52346da9	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unknown
b0dcad0f0a22f6318e307178c08586b4	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Uncultured Firmicutes
e488108b9609287b3410d5fdcdd99d0e	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Unknown
40b4e9e1451422fc870682bfd7f0afe0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Unknown	Unknown
748a8aa62d1605c87eeb9377039bc5b3	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722	Uncultured bacterium
6d31925c8c47fd65a7d06469f5fe6241	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Uncultured	Uncultured Chloroflexia
f783af256abbaa0b6e71867fe0e07a3d	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unknown	Unknown
6e0c277dda36291c48b724da6edc7297	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Unknown
207f376691029d946d971465a3eddae2	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Uncultured	Unknown
7fe38bd9e18946762db3e319ebbe448b	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	Uncultured Ruminococcaceae
759a2730f645f242ee044b329b3aacc6	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Haloactinopolyspora	Uncultured bacterium
4a56cc868f07ebd09e10d845e128b47f	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	bacterium Ellin5247
a4bceeccee7707cb7d5892657472b439	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Uncultured Acidobacteriales
6deb5244764a0298539efa22efa6dfb7	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Unknown
0fd0d931e539ae60c0fba2e5e7f05285	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Unknown
248bfcf64151f94ca2f4f8d8997474be	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Garicola	Uncultured bacterium
1e2094de687f5461d4f3815e124674a5	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Uncultured	Uncultured bacterium
7bd8dfa8191cdd971876d532a82ac86f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	Unknown
d56947b7c7864193b9d6a5edd910be53	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Lacticigenium	Uncultured bacterium
7997386ba2220d045f0c4c8d2070d451	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unknown
71115da29e646d3c4a5ceabf5603a2bf	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Uncultured	Uncultured bacterium
8226792c1063ad5ffc37285af6199319	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	Uncultured bacterium
5d32f8ee5ea757417595df6588bddbf7	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Uncultured	Uncultured soil
7210fe57b610755efbfdf2a6efb7e197	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Uncultured proteobacterium
9dfe64806b88cf1618e67976ec05d2b2	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Unknown
ca3e0de76e3cc9a192c40db0b9a4e7ec	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium maris
bdf8a26094624622d68509a87fa75ba7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
92f1a00682fd378caeee2b6fb55efd27	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	Metagenome
741953ae04fd1a657fe8002ca84d4bf8	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	Unknown
9f149ecfe0567f9a607c5508292c5e94	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Uncultured Acidobacteriaceae
cc60312357314937af544b9333c06feb	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unknown
cfb196e564fdb306e59795d666dbca0c	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Unknown
a0b84d1e743c5c63fa472ebb0e5f920e	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unknown	Unknown
dd836f10a84a311aec7b27d57a22239f	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unknown
b85e7c8c3c3acdc614bfbd75783f09e2	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Uncultured endolithic
a4bde13fdbab2e7ed5aff52eaf50e843	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	UCG-010	Unknown
7897234528b5b7480e9132035c19c7fb	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Unknown
594061ed4e2ea378773c474cd4803c29	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	Unknown
9d4b03a27ae70045d7c593927f96693a	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Uncultured Sphingobacteriales
a1556f737d6a2af16d6098011484323c	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Unknown
d51c399452cc3e608552d0aca841b28c	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unknown
e5a7f728ca79ba1070bb444484cb4fa3	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	bacterium QTYC46b
1ba88e448032b8389f537bd7ca21ed7f	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Uncultured	Uncultured proteobacterium
7d05397e621f14fd9f7637cbd89f3c1a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown
730a5d2c28dbdd1efa1899359ae3f8ee	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Uncultured bacterium
0b36c352632cb1346cdc7d73f9fb376c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
13f6bb90da25158fffdbd6635d472dcd	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Uncultured	Uncultured bacterium
32396fa5fd97786b4f0bd1ea943d990d	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unknown
ce031f0517b6e948db55cfc34ae6279a	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Uncultured bacterium
8ceed8825c73a00f354fc7375521e02e	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	Uncultured bacterium
95d14d1d0b462885bbbe495195f1d474	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unknown
995dbe5af52cdc52f805bbe796ec6277	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	Unknown
1fbd14c9d5540da6f80eddfbf4ad2343	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Unknown
4c1084e4bd6c6f83f8dfa767437e427e	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Jeotgalicoccus	Unknown
51aee664c21bd301061e44d482f6716c	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Uncultured Acidobacteria
1763dbd2ac5b6c96acebc480d8bcc4a2	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus	Unknown
93764168fecd9f76adb8e952eabb91ae	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unknown	Unknown
bfccfc8300f3fe55ed82df90e89cd069	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Uncultured bacterium
7286a9b89b5bb4cfd7046f878ea2feab	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Uncultured	Uncultured bacterium
03ad73297cdda574a9a28a75a1ddec42	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	Unknown
08be5b6a592581fab2afa6ea050ede40	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Uncultured bacterium
e5a88e5608e9cf23588ccbb4d3bccfac	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halocella	Uncultured bacterium
9170143295e4485d2e413fc0f0116f77	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus	Unknown
db846e8f379ad3e4d0abab08dd227bf2	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
c13862c0ff312732155eac5b1a173c38	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unknown	Unknown
8adc7a9fa1bfdadc0c737ac81ed50e7d	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter	Uncultured bacterium
c39e15de7f8295ecfed0969cd53b2126	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unknown
fdb70f3ee5b2482fe55ce21b805ecf69	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Uncultured bacterium
11853b30f20cb485eaa40578707f18c9	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Uncultured	Uncultured	Uncultured Acidimicrobiia
ed7d70195f904ec7a803c0161e9721e5	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Uncultured	Unknown
943a9f0fef606ac9c31536907d1e8150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Unknown	Unknown
6af1f4ae531ce043bedccad1dce1674c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	Unknown
32dd60b013160e742b295c60b010be0f	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unknown
a65e1d36b2466ac224ab4958354c6d3d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas	Unknown
aa441ccaffa9c33d44bfaf008a3cbc22	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Unknown
560859414b86c10a44c3ec7dc1b85c8e	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	Metagenome
73f9f40df58f53080587b3e3d73c6161	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Uncultured Acidobacteriaceae
010ed69a887509acff94fcecd37c1565	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unknown
5c11e057ba67148f690f12092e0cde81	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Uncultured Clostridiaceae
74238d6a4f348fdb56d753222eb34318	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ureibacillus	Unknown
80156a49f74e047e7ce75972ecfaf2d5	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	Unknown
5c1dd48ef0a674513626f5c85ea126ee	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella timonensis
17b4a10603b11e9d586dbb4867116486	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	Unknown
44cf3d3e7a91fb698ee87c3808f9b1bd	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Salinicoccus	Uncultured bacterium
6400be98be706e381faa4df752eeba93	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Unknown
adcf72509588792840b81c879d8ce992	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Unknown	Unknown
3b71f57bb92c50b2397cb3fc5443c9c7	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	Unknown
656af8c995801542045cab02a11b588c	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown
c9f9355d32e264f6bc060415332587bb	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis	Metagenome
1fac7db9ef21a1e305bcccc863a8bd96	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unknown
d1f677a61cd89adfff6327a4518e5880	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	Uncultured bacterium
163d731c07b58f6a7f42ac3eb051748a	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Uncultured actinobacterium
bcc04618081954e7274271bc6fa5fbf5	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Unknown
44721b9ffedce34020284dc890419356	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Uncultured	Uncultured	Uncultured bacterium
c04e3ba28c560c42f3d4f6686f41070f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Uncultured	Uncultured bacterium
47976f138358901a9affb0008ab72c89	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales	Babeliales	Uncultured bacterium
f932af855114dbe9c9047c9e86e7237c	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	Uncultured bacterium
fe6694352a51046d87e7037d64ebdd6c	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unknown
44650aa49a0a7b7ac58447914074e58e	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Ancylothrix 8PC	Ancylothrix terrestris
0091bbe6fbab63428229579bb4d1b31f	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Uncultured Gemmatimonas
55047f14d74ccad47c53bccda28b1437	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	Uncultured Deinococcales
abb03ef91103960122f8bed9825d7398	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Uncultured bacterium
4384a12e4ef401ba5b45658791888ba7	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unknown
f8b6d2a553f0df1c667529b281cdac3f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unknown
d062aab2d581a40e622dc728e96ff07d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	Uncultured bacterium
5efc006f5e1be158975c76a0e2056141	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	Uncultured bacterium
6c21bedfa10c3cac7e5d7cdcaa9a7777	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Metagenome
18b32e5b6328d05b590ed57fb01d2d74	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	Uncultured Desulfocaldus
9bd7a18778ce1be172692bdb8c3e7bfc	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae	unidentified archaeon
b8f64099026ffffde7cd2c6aa4642240	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosospira	Unknown
bf8174ee3331bbbfaeeb6b46a0d9da5c	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Uncultured Veillonellaceae
a1da74e82fb3262597a2078a84f1c8ec	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	Uncultured bacterium
c23abc1fbce49fb9be16a758bb6887d8	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Flavobacteriaceae bacterium
35ed22e9fa79ab018326b68bd06b3bb0	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Aetherobacter	Uncultured bacterium
4349014c6a13b4dcf36532bf8061e0fd	Bacteria	Firmicutes	Thermacetogenia	Thermacetogeniales	Thermacetogeniaceae	Thermacetogenium	Unknown
ca453cd5b48d614b8b2642c862546454	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Unknown
d3ac14e193d870746f08f2e205a904d2	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Unknown
132ffe9a542685a423a59236950b46b0	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	Unknown
5d9cb42ccf6d00fbbb48936c04a0dbb9	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	Uncultured Verrucomicrobia
37dd2420106146a388091c5ec8435686	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
344dafe7bf37ec053b3ef832bedcafb8	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	Uncultured bacterium
